SYMBOL	ENTREZID
GPC5	2262
GPC6	10082
ZNF485	220992
LRFN5	145581
HEPH	9843
KRTAP15-1	254950
MTAP	4507
BICD1	636
BBS9	27241
SEC22B	9554
SEC22A	26984
SLC16A10	117247
BBS1	582
BBS2	583
BBS5	129880
BBS4	585
BBS7	55212
ANKDD1A	348094
C2orf49	79074
INSL4	3641
C2orf42	54980
OR52B2	255725
ELANE	1991
AGL	178
AGK	55750
OR52B4	143496
NIPA2	81614
MGAT4C	25834
CELA2A	63036
AGA	175
CELA2B	51032
PDCD11	22984
AGT	183
PDE9A	5152
RAB11A	8766
FLJ12825	440101
ESPN	83715
GPR180	160897
PIK3CA	5290
GPR182	11318
GPR183	1880
PIK3CD	5293
PIK3CG	5294
ZSWIM4	65249
ZSWIM5	57643
RAB11B	9230
TBCA	6902
ZSWIM2	151112
LOC91450	91450
PRND	23627
TMEM54	113452
SCLY	51540
RER1	11079
SCG5	6447
TMEM51	55092
MGC15885	197003
GSC2	2928
PLEKHA6	22874
SNORD16	595097
POLR3GL	84265
KCNN3	3782
SNORD17	692086
MEG3	55384
TAGLN	6876
TRAFD1	10906
PIK3C3	5289
MEG8	79104
PRRG4	79056
RPL18	6141
ZNF675	171392
ZNF674	641339
ORM1	5004
ORM2	5005
PRRG3	79057
MAX	4149
PARP14	54625
MAZ	4150
ERI2	112479
ERI3	79033
KTI12	112970
ERI1	90459
VPS8	23355
TUBA1B	10376
MAG	4099
MAF	4094
ACLY	47
MAK	4117
LOC100190986	100190986
SLC7A5	8140
NXF2B	728343
KRTAP11-1	337880
EVL	51466
OR1B1	347169
ALDH3A2	224
ALDH3A1	218
WFDC1	58189
EDC3	80153
MGST1	4257
SLC35B4	84912
EDC4	23644
KRTAP19-5	337972
ATXN3L	92552
SEMA4C	54910
CSDE1	7812
BACH2	60468
BACH1	571
JAM3	83700
SNORD36A	26815
GMDS	2762
LSR	51599
LSS	4047
RASEF	158158
SLC37A3	84255
KCNIP4	80333
KCNIP3	30818
KCNIP2	30819
KCNIP1	30820
PRSS55	203074
PRSS54	221191
ZNF778	197320
HAND1	9421
RPL23P8	222901
MPV17	4358
BYSL	705
LIN28A	79727
FAM136A	84908
TMEM102	284114
OTUD7B	56957
MOGAT2	80168
MOGAT3	346606
MOGAT1	116255
ANAPC1	64682
HMCN1	83872
ANAPC2	29882
ANAPC5	51433
ANAPC4	29945
ANAPC7	51434
KIR3DX1	90011
RPS6KA1	6195
RPS6KA2	6196
RPS6KA3	6197
RPS20	6224
OR12D2	26529
RPS6KA6	27330
SMYD5	10322
PISD	23761
PSMD14	10213
PSMD11	5717
PSMD10	5716
PSMD13	5719
PSMD12	5718
HBQ1	3049
FTCD	10841
EDIL3	10085
UTP20	27340
SENP5	205564
MAGEB6	158809
MINPP1	9562
RFPL1S	10740
LEUTX	342900
METTL2B	55798
GANAB	23193
WFDC5	149708
SMYD2	56950
VAV2	7410
SMYD3	64754
VAPB	9217
VAPA	9218
NPHP3	27031
NPHP1	4867
NPHP4	261734
SNORD91B	692208
CTH	1491
EXOSC10	5394
ARF3	377
ARF1	375
ARF6	382
ARF5	381
ARF4	378
SNN	8303
MOBP	4336
PTPRCAP	5790
IRF2	3660
MYLK4	340156
MYLK2	85366
MYLK3	91807
RBMY1J	378951
RGPD1	400966
RGPD6	729540
PPP2R2C	5522
RGPD4	285190
RGPD5	84220
MOB2	81532
RDM1	201299
RGPD8	727851
OR10S1	219873
RGS17	26575
RAB11FIP3	9727
LOXHD1	125336
RAB11FIP1	80223
RAB11FIP5	26056
PATL2	197135
TMEM101	84336
SLED1	643036
LRRC25	126364
RAB7A	7879
MYL6B	140465
SNORD87	641648
NRN1L	123904
SLITRK6	84189
IFIH1	64135
RNASET2	8635
ACTR10	55860
HMGB3	3149
EEF1A1	1915
EEF1A2	1917
LRRC20	55222
SLITRK4	139065
CHP2	63928
ARL11	115761
ARL10	285598
RAB2B	84932
SLFN12L	100506736
ARL15	54622
ARL14	80117
ARL16	339231
FRRS1	391059
SNORD86	692201
GCHFR	2644
TSPYL5	85453
ZNF534	147658
RPL7A	6130
AASS	10157
KIF4B	285643
KIF4A	24137
PEX14	5195
CLIP3	25999
ACTL7B	10880
ACTL7A	10881
ZSCAN12	9753
ETNK2	55224
ETNK1	55500
CLIP4	79745
MNDA	4332
LRRC28	123355
RABAC1	10567
DHRS7B	25979
AP3B1	8546
CD48	962
TRIM65	201292
MND1	84057
CD44	960
CD47	961
CA14	23632
CA13	377677
CA12	771
CA11	770
CA10	56934
FPGT	8790
VMA21	203547
PDX1	3651
GCNT1	2650
CETN4P	729338
MAF1	84232
RAB20	55647
CALY	50632
EIF4E3	317649
EIF4E2	9470
RAB24	53917
RAB25	57111
RAB26	25837
PIK3C2B	5287
GLRA3	8001
GLRA2	2742
CALR	811
DZIP1L	199221
ASAH2B	653308
GLRA4	441509
RPS29	6235
FAR1	84188
ACTR1B	10120
ACTR1A	10121
FAR2	55711
WDR70	55100
WDR73	84942
CHPF	79586
WDR75	84128
WDR74	54663
WDR77	79084
WDR76	79968
WNT3A	89780
COL23A1	91522
TRHDE	29953
SYT15	83849
MCF2	4168
NTAN1	123803
PPP2R3A	5523
NQO2	4835
CDO1	1036
NQO1	1728
PRPF8	10594
SFMBT2	57713
RGS11	8786
NID2	22795
PRPF3	9129
PRPF4	9128
PRPF6	24148
FILIP1L	11259
TPCN1	53373
RUNDC1	146923
CD177	57126
PCF11	51585
GSTTP2	653399
CLEC1B	51266
NID1	4811
C5orf46	389336
C5orf47	133491
PABPC3	5042
TPCN2	219931
IL31RA	133396
RFFL	117584
LEFTY2	7044
LEFTY1	10637
ARRDC4	91947
ARRDC5	645432
ZWINT	11130
ARRDC1	92714
ARRDC2	27106
ARRDC3	57561
FAM120AOS	158293
KIF14	9928
RAB27B	5874
SH3BP5	9467
RHBDD2	57414
CSAD	51380
RABGAP1L	9910
ELK3	2004
CDON	50937
ELK1	2002
GPHB5	122876
ELK4	2005
PAK6	56924
PAK1	5058
PAK2	5062
PAK3	5063
TTR	7276
SH3BP2	6452
NSDHL	50814
ZNF200	7752
KCNG1	3755
KCNG2	26251
KCNG3	170850
KCNG4	93107
NUBPL	80224
PPP2R5C	5527
KRT19	3880
PANX1	24145
MYL1	4632
NPB	256933
OR4C11	219429
CEP97	79598
OR4C13	283092
OR4C12	283093
DEFB116	245930
DEFB114	245928
DEFB115	245929
DEFB112	245915
DEFB113	245927
CYP2D6	1565
SUB1	10923
ATXN7L3	56970
PIGG	54872
TTTY4C	474150
MFSD2A	84879
DEFB118	117285
DEFB119	245932
LCN15	389812
DMBT1	1755
ATXN7L1	222255
LCN12	286256
C10orf55	414236
TNS1	7145
ZIC1	7545
C10orf53	282966
HEXA	3073
ZBTB12	221527
ARID2	196528
SPRR4	163778
LOC652276	652276
SPRR3	6707
HIF1A	3091
OR8D4	338662
OR4B1	119765
NT5DC1	221294
NLRP6	171389
OR8D1	283159
OR8D2	283160
RBMY1E	378950
ARGLU1	55082
NLRP1	22861
SNORD91A	692207
NPW	283869
ZBTB16	7704
SPANXN3	139067
LOC400940	400940
ZNF775	285971
PIGQ	9091
CALML3	810
CD164L2	388611
NLRP2	55655
GLYCTK	132158
CALML6	163688
CALML5	51806
CALML4	91860
COX18	285521
COX19	90639
PFN2	5217
AADAC	13
PFN4	375189
CREM	1390
SHISA2	387914
SHISA3	152573
COX10	1352
COX11	1353
TMEM219	124446
GAS2	2620
ARPP21	10777
COX15	1355
COX16	51241
COX17	10063
PDGFRB	5159
ANKRD13D	338692
ANKRD13B	124930
ANKRD13C	81573
ANKRD13A	88455
AIDA	64853
TIMM8B	26521
SCN10A	6336
PDGFRL	5157
SUN2	25777
PPA2	27068
PPA1	5464
MCTP1	79772
MCTP2	55784
BET1	10282
NUP62	23636
WDR27	253769
LIMS3-LOC440895	100271835
ALCAM	214
TPM4	7171
CSF1R	1436
TPM2	7169
PGA5	5222
ETF1	2107
FBXW9	84261
C22orf39	128977
CYB5D2	124936
LRRN2	10446
C22orf31	25770
FBXW4	6468
CDCP1	64866
TAX1BP1	8887
TGFBR1	7046
CDCP2	200008
SH3RF2	153769
SH3RF3	344558
SH3RF1	57630
SMNDC1	10285
ZNF48	197407
SSX2IP	117178
IER5L	389792
ANKLE2	23141
ZNF267	10308
ATXN8OS	6315
DDX19A	55308
TJP2	9414
TJP3	27134
NDOR1	27158
GLB1	2720
PPAN	56342
PPP1CA	5499
OR7A5	26659
SH3GLB1	51100
PPAT	5471
RNF38	152006
GKAP1	80318
SH3PXD2B	285590
SNORD88B	692203
SH3PXD2A	9644
MPPED2	744
LYSMD3	116068
THPO	7066
KLHL11	55175
DCXR	51181
CHPF2	54480
KLHL12	59349
AGRP	181
AGRN	375790
NFYB	4801
CLGN	1047
KLHL13	90293
ZNF221	7638
SELENBP1	8991
SMARCA1	6594
SMARCA2	6595
CCNI2	645121
BAZ2B	29994
POMZP3	22932
SYCN	342898
GOLGA6L9	440295
GOLGA6L6	727832
KLHL17	339451
FYN	2534
GOLGA6L1	283767
RAB1A	5861
TOR1A	1861
XCL2	6846
ASCL3	56676
WDR47	22911
OST4	100128731
NUDC	10726
CCT6A	908
PAF1	54623
CCT6B	10693
OSTN	344901
GPHA2	170589
KRT79	338785
RUFY1	80230
RUFY3	22902
RUFY2	55680
FCGR2B	2213
FCGR2C	9103
FCGR2A	2212
NLE1	54475
CYP11A1	1583
SKIL	6498
ZNF579	163033
CYTH1	9267
GCGR	2642
CYTH3	9265
CYTH2	9266
QSOX1	5768
CYTH4	27128
MYBPH	4608
DPH1	1801
DPH2	1802
DPH3	285381
KRT78	196374
DPH5	51611
SPAST	6683
CALCR	799
PSAPL1	768239
AGR2	10551
AGR3	155465
RNF34	80196
SPDYE7P	441251
CANT1	124583
CALCA	796
CALCB	797
OR13A1	79290
CKB	1152
CKM	1158
PTGS1	5742
SLFN12	55106
TM2D3	80213
SLK	9748
OR51B5	282763
OR51B4	79339
OR51B6	390058
PAM	5066
OR51B2	79345
DCN	1634
GPAM	57678
DCK	1633
ACSM1	116285
ACSM3	6296
ACSM5	54988
ACSM4	341392
THRA	7067
SDF4	51150
TAF4B	6875
PERP	64065
CUL9	23113
DCX	1641
EIF4ENIF1	56478
CUL5	8065
C20orf173	140873
CUL7	9820
CUL1	8454
CUL3	8452
TRIM28	10155
TRIM29	23650
PNKP	11284
CDH20	28316
TRIM25	7706
CREB5	9586
CDH23	64072
CREB3	10488
TDRKH	11022
CREB1	1385
TRIM23	373
FLRT1	23769
PER2	8864
FLRT3	23767
FLRT2	23768
SRP9	6726
GNPAT	8443
PTPN13	5783
RHOT1	55288
FCER2	2208
VTA1	51534
KAT5	10524
ARCN1	372
ZNF517	340385
F2R	2149
IHH	3549
ZNF514	84874
NBEAL1	65065
ZFAND3	60685
NSMAF	8439
QRFP	347148
PNRC1	10957
PNRC2	55629
DNAJC28	54943
DNAJC27	51277
GNAO1	2775
DNAJC25	548645
DNAJC24	120526
NTSR2	23620
DNAJC22	79962
DNAJC21	134218
NTSR1	4923
DTD1	92675
TECTB	6975
ARHGAP8	23779
ARHGAP9	64333
RNF122	79845
ARHGAP4	393
ARHGAP5	394
ARHGAP6	395
ICOSLG	23308
ARHGAP1	392
AEN	64782
NOB1	28987
SETD1A	9739
TSPYL2	64061
PRLR	5618
KHDC1L	100129128
SLC12A8	84561
ZFP36	7538
RGS19	10287
TMEM79	84283
OR4D10	390197
OMP	4975
PPP6C	5537
ZYX	7791
ZNF229	7772
ANXA11	311
ANXA10	11199
ANXA13	312
TMEM74	157753
KCNQ4	9132
RBL2	5934
SLC39A12	221074
SLC30A5	64924
SLA	6503
CNBD1	168975
CCT6P1	643253
HEMGN	55363
MRPL4	51073
MRPL2	51069
MRPL3	11222
RPUSD2	27079
MRPL1	65008
TTLL8	164714
ZCCHC18	644353
ZFAT	57623
RALGAPA1	253959
MRPL9	65005
ZNF611	81856
HOXC11	3227
RUVBL1	8607
ZNF614	80110
ZNF616	90317
MOS	4342
ZNF618	114991
SLC3A1	6519
THOC3	84321
EIF4EBP1	1978
EIF4EBP3	8637
ASPRV1	151516
EDDM3A	10876
MS4A12	54860
EDDM3B	64184
MOG	4340
MS4A15	219995
BAG2	9532
BAG3	9531
BAG1	573
OR1L8	138881
BAG4	9530
BAG5	9529
KMO	8564
OR1L4	254973
OR1L6	392390
OR1L1	26737
RTKN	6242
MSRB3	253827
CTDP1	9150
LRRC37A2	474170
LRRC37A3	374819
SLC39A1	27173
RSBN1	54665
CD79B	974
MEOX1	4222
MEOX2	4223
CD79A	973
CSDC2	27254
EIF1AD	84285
ATXN1L	342371
GMFG	9535
CBLN4	140689
CBLN2	147381
CBLN3	643866
CBLN1	869
ZBTB26	57684
XIRP2	129446
MGC2889	84789
SLC39A7	7922
PDHA2	5161
PDHA1	5160
SAP18	10284
SNORD50B	692088
LCAT	3931
SNHG10	283596
EVI5	7813
MZF1	7593
ATXN10	25814
PSIP1	11168
FSCN3	29999
FSCN2	25794
FSCN1	6624
SLPI	6590
MRPS17	51373
PCNAP1	359806
MYL12B	103910
MYL12A	10627
G2E3	55632
CKMT2	1160
SNORD65	692106
RPS6KC1	26750
KRTAP22-1	337979
MRPS14	63931
RFPL4B	442247
BAGE	574
RILPL1	353116
OR2T35	403244
RILPL2	196383
NLRP10	338322
IDO2	169355
TMPO	7112
IDO1	3620
CAMK1D	57118
CAMK1G	57172
NLRP12	91662
LDHAL6B	92483
ECM2	1842
ECM1	1893
LDHAL6A	160287
SMCR8	140775
HHAT	55733
OR52D1	390066
FMR1	2332
SMCR5	140771
LYPD6	130574
RAB3IL1	5866
LYPD4	147719
LYPD2	137797
LYPD3	27076
LYPD1	116372
CATSPER4	378807
CALCOCO1	57658
CALCOCO2	10241
AMHR2	269
NAP1L4	4676
CATSPER1	117144
CATSPER2	117155
CATSPER3	347732
ANKRD30A	91074
RGS5	8490
RGS6	9628
ANKRD30B	374860
LRRC8C	84230
RGS1	5996
RGS2	5997
RGS3	5998
PLAG1	5324
RGS9	8787
TRDN	10345
PGLYRP4	57115
TTBK1	84630
COL1A2	1278
SERTAD2	9792
LOXL3	84695
IL1RAP	3556
ARAP3	64411
CATSPERG	57828
CATSPERB	79820
BIK	638
SNORD61	26787
ARAP1	116985
ZNF605	100289635
SH2B2	10603
XIAP	331
SNHG12	85028
GAL	51083
SNORD115-35	100033809
RDH14	57665
SECTM1	6398
KANK4	163782
RD3	343035
KANK2	25959
KANK3	256949
RDH12	145226
SLC25A34	284723
POLD3	10714
EPDR1	54749
DEDD2	162989
BID	637
DOLK	22845
PCDHB8	56128
SH2B3	10019
MYH11	4629
UBR3	130507
WDR5B	54554
SNORD114-10	767588
UBR2	23304
GADD45A	1647
CDK2AP1	8099
CDK2AP2	10263
NALCN	259232
UBR7	55148
KRTAP13-1	140258
CIAPIN1	57019
LOC730668	730668
HSP90AB1	3326
PTP4A1	7803
UBR5	51366
PTP4A3	11156
PTP4A2	8073
VIPR2	7434
NUCB2	4925
TRIM72	493829
REC8	9985
ZSCAN22	342945
TNNI3	7137
STRADB	55437
GPR3	2827
TDRD9	122402
CD28	940
SUZ12	23512
MRPS9	64965
BMP6	654
MRPS7	51081
CD27	939
IFI30	10437
PLA2R1	22925
ABHD8	79575
SNORA63	6043
MYLIP	29116
OTUD1	220213
ABHD2	11057
ABHD3	171586
ABHD1	84696
ABHD6	57406
PA2G4	5036
ABHD4	63874
ABHD5	51099
TWF1	5756
NKIRAS2	28511
NKIRAS1	28512
HEMK1	51409
MBTPS2	51360
WDR43	23160
TRIM45	80263
MBTPS1	8720
EIF4G3	8672
EIF4G2	1982
EIF4G1	1981
SERHL2	253190
WDR59	79726
FAT3	120114
DR1	1810
FAT1	2195
GRB2	2885
ULBP2	80328
ULBP3	79465
GRB7	2886
FAT4	79633
PSG6	5675
PSG7	5676
PSG4	5672
PSG5	5673
PSG2	5670
PSG3	5671
PSG1	5669
HOXC9	3225
HOXC8	3224
PPP2CB	5516
HOXC5	3222
HOXC4	3221
HOXC6	3223
CD151	977
TGOLN2	10618
SSU72	29101
HCST	10870
SRPX	8406
FAM200A	221786
FAM200B	285550
UROC1	131669
OR4F5	79501
SNORA41	619569
SLC25A32	81034
CSTL1	128817
HTRA1	5654
LSM4	25804
COL27A1	85301
RBMX2	51634
ZSCAN5B	342933
LSM6	11157
NEURL1B	54492
LSM7	51690
PTPN23	25930
MFSD5	84975
POLR2D	5433
POLR2A	5430
POLR2C	5432
POLR2B	5431
NDUFB5	4711
POLR2L	5441
AKR7A2	8574
AKR7A3	22977
POLR2I	5438
F11R	50848
POLR2J	5439
GOLGA8F	100132565
TLK1	9874
SERHL	94009
FAM47C	442444
CCL3L3	414062
FAM47A	158724
USP53	54532
FAM47E	100129583
USP51	158880
GTF3A	2971
CCNJ	54619
BATF2	116071
ASCC2	84164
ASCC1	51008
VPS72	6944
SLFN13	146857
DSCAML1	57453
RASSF9	9182
GAMT	2593
VBP1	7411
FAM120B	84498
FAM120C	54954
FAM120A	23196
MAPK14	1432
MAPK15	225689
PEA15	8682
MAPK10	5602
MAPK11	5600
MAPK12	6300
MAPK13	5603
OR4F21	441308
HPGD	3248
FZD1	8321
FZD2	2535
FZD3	7976
FZD4	8322
FZD5	7855
FZD6	8323
FZD7	8324
CACNB3	784
CACNB2	783
CACNB1	782
CYP2B6	1555
SNORD114-6	767582
SNORD114-5	767581
CACNB4	785
RASSF1	11186
C10orf71	118461
SPAG16	79582
OR10W1	81341
PTPMT1	114971
ASH1L	55870
RASSF2	9770
RASSF5	83593
CLEC4M	10332
ATP12A	479
CTRB2	440387
OR8B3	390271
AMFR	267
CEACAM22P	388550
USO1	8615
PLCD3	113026
OR8B4	283162
PLCD1	5333
NCR2	9436
RASSF6	166824
FOXB2	442425
ZNF599	148103
ANKZF1	55139
B3GALNT2	148789
B3GALNT1	8706
TACC1	6867
TACC2	10579
TACC3	10460
JDP2	122953
PICK1	9463
VMO1	284013
SLC1A2	6506
NHP2	55651
MRTO4	51154
KIF20B	9585
TMEM233	387890
KIF20A	10112
MKI67	4288
MAP6D1	79929
GNMT	27232
LPXN	9404
TOX2	84969
MCC	4163
CAB39	51719
CKMT1A	548596
CKMT1B	1159
NOTCH1	4851
RPL3L	6123
ZNF841	284371
ANKHD1	54882
GNAT1	2779
GNAT3	346562
GNAT2	2780
DEFA1B	728358
BCL2L15	440603
BCL2L14	79370
TTC16	158248
BCL2L11	10018
BCL2L10	10017
BCL2L13	23786
BCL2L12	83596
ESCO2	157570
ESCO1	114799
SNORA16A	692073
SNORA16B	692157
NUP43	348995
CTU2	348180
SCARNA27	100124533
CTU1	90353
C22orf15	150248
IL1R1	3554
SCARNA20	677681
SCARNA21	677763
SCEL	8796
MSX1	4487
MSX2	4488
EIF3F	8665
ADRM1	11047
ZNF558	148156
HSD11B1	3290
RPL3	6122
CHD1	1105
OR2AT4	341152
ISYNA1	51477
GTF2H3	2967
GTF2H2	2966
GTF2H1	2965
NCDN	23154
GTF2H5	404672
GTF2H4	2968
MAPKAP1	79109
CACNG1	786
ALDH1B1	219
VCX2	51480
CACNG2	10369
COX7A2L	9167
DBX2	440097
PCDH9	5101
DBX1	120237
MYEF2	50804
RPL38	6169
RPL39	6170
RPL36	25873
RPL32	6161
PRKD1	5587
CACNG5	27091
TARBP2	6895
TARBP1	6894
CTTNBP2NL	55917
TSHZ1	10194
ATF5	22809
ATF4	468
ATF7	11016
ATF6	22926
ATF1	466
ATF3	467
ATF2	1386
SMARCC2	6601
SMARCC1	6599
BUB1B	701
SUMO1	7341
INVS	27130
CTTNBP2	83992
SUMO2	6613
PSPC1	55269
SUMO4	387082
TMCO6	55374
SNORA7B	677797
GTF2IRD2P1	401375
NUP210L	91181
ANKIB1	54467
HSF5	124535
TTC12	54970
HSF4	3299
EEF2K	29904
LHX1	3975
LHX2	9355
LHX3	8022
BLOC1S3	388552
BLOC1S2	282991
BLOC1S1	2647
TMPRSS11BNL	401136
LHX8	431707
LHX9	56956
SIVA1	10572
MIB1	57534
MIB2	142678
TOR3A	64222
OR52H1	390067
MTMR14	64419
B3GALT4	8705
B3GALT5	10317
B3GALT6	126792
LEPROTL1	23484
CTNNAL1	8727
B3GALT1	8708
B3GALT2	8707
SLC38A2	54407
TMEM184A	202915
MDFIC	29969
SLC38A9	153129
SLC38A8	146167
STK3	6788
STK4	6789
LOC100129534	100129534
CSF3R	1441
OCA2	4948
CXCL11	6373
CXCL10	3627
CXCL13	10563
CXCL12	6387
CXCL14	9547
CXCL17	284340
CXCL16	58191
OR13C4	138804
N4BP2L1	90634
UBE4A	9354
OR13C2	392376
OR13C3	138803
HCN1	348980
HCN3	57657
HCN2	610
OR13C8	138802
HCN4	10021
SNRNP25	79622
SNRNP27	11017
NTN1	9423
FAM41AY1	340618
RAPGEF1	2889
TTC5	91875
MED10	84246
RAPGEF2	9693
JAM2	58494
LRIT2	340745
LRIT3	345193
SERF1A	8293
APOC1	341
MIA3	375056
GOLGA7B	401647
PTGDR	5729
MRPL14	64928
STIP1	10963
MRPL15	29088
CHIC2	26511
PTAR1	375743
CHIC1	53344
MRPL16	54948
POM121L4P	266697
DRP2	1821
SGK3	23678
RAB3GAP1	22930
PEPD	5184
UACA	55075
TBC1D23	55773
CDC25C	995
TBC1D21	161514
ANKS3	124401
DGCR6L	85359
TBC1D26	353149
ANKS6	203286
TNFRSF4	7293
TBC1D28	254272
MED12	9968
FKBP15	23307
TBC1D2B	23102
SARM1	23098
FUNDC1	139341
GUCY2D	3000
GUCY2F	2986
SENP8	123228
SENP7	57337
FIBCD1	84929
RPAP1	26015
SENP3	26168
SENP2	59343
SENP1	29843
SAMM50	25813
PLA1A	51365
ING4	51147
ING5	84289
ARPC4	10093
C21orf58	54058
ING2	3622
ING3	54556
TMPRSS12	283471
NOTUM	147111
POC1B	282809
VASH1	22846
INS	3630
OR8G5	219865
SLC2A11	66035
WDFY3	23001
WDFY2	115825
OR6C6	283365
TCL6	27004
GFPT1	2673
GFPT2	9945
ECHDC3	79746
ECHDC2	55268
ECHDC1	55862
DAG1	1605
ACP5	54
ACP6	51205
TPI1P3	728402
ACP1	52
ACP2	53
TFAMP1	260341
SNIP1	79753
GLA	2717
USP36	57602
SLC2A14	144195
SLC2A13	114134
CCT8L2	150160
ANKRD35	148741
ANKRD36	375248
ANKRD37	353322
ANKRD31	256006
CHDH	55349
NASP	4678
GLS	2744
ANKRD39	51239
CDIPT	10423
NCOA2	10499
NCOA3	8202
TMEM71	137835
NCOA1	8648
BSX	390259
NCOA7	135112
NCOA4	8031
NCOA5	57727
NELL1	4745
SPCS3	60559
BSN	8927
POU6F1	5463
CISH	1154
LCOR	84458
MECR	51102
BSG	682
YTHDC2	64848
NSFL1C	55968
P4HTM	54681
MEI1	150365
IL1RN	3557
GSG1	83445
KDSR	2531
PRDM15	63977
SH3BP5L	80851
MED17	9440
ZNF844	284391
SLC27A5	10998
PLSCR2	57047
EMID1	129080
PRAM1	84106
SORT1	6272
SLC27A3	11000
PLSCR3	57048
ZNF638	27332
AK3	50808
AK2	204
AK1	203
PRDM11	56981
AK7	122481
TBCB	1155
AK5	26289
ZNF474	133923
NPNT	255743
WDR87	83889
OXTR	5021
MME	4311
MMD	23531
SMARCAD1	56916
FLJ42627	645644
PABPN1	8106
PPM1B	5495
NCKAP1L	3071
ACTBL2	345651
MAP4	4134
UGT2B7	7364
HNF4A	3172
OR1N1	138883
TREH	11181
TIMD4	91937
GEN1	348654
ZNF497	162968
ZNF496	84838
ERF	2077
ERG	2078
ZNF493	284443
CBLL1	79872
EPS8	2059
SH2D3C	10044
MACC1	346389
RRP8	23378
MPI	4351
ERH	2079
PARM1	25849
APOL5	80831
HERPUD2	64224
HERPUD1	9709
CELP	1057
WDR89	112840
MTTP	4547
RRP9	9136
SNCB	6620
FCGRT	2217
TRA2A	29896
SNORA84	100124534
SEZ6L	23544
MDC1	9656
FBN2	2201
NCR1	9437
FBN1	2200
CXCR2P1	3580
RNF126	55658
BRMS1L	84312
MEX3D	399664
PACRG	135138
KLRG2	346689
MEX3C	51320
MEX3A	92312
LACTB2	51110
AOAH	313
C3AR1	719
BTRC	8945
BAAT	570
IL17RB	55540
ITLN2	142683
PDE1C	5137
ITLN1	55600
SCN1B	6324
RNF121	55298
PDE1B	5153
PPM1N	147699
PDE1A	5136
EEPD1	80820
SFTPD	6441
CLCA3P	9629
FRYL	285527
DEXI	28955
SFTPB	6439
KDM1A	23028
IDI1	3422
IDI2	91734
IPMK	253430
KDM1B	221656
IMPDH1	3614
SCRT1	83482
IMPDH2	3615
SCRT2	85508
NECAP1	25977
FEZF1	389549
TMEM185A	84548
MAP9	79884
UGT2B28	54490
UBXN10	127733
UBXN11	91544
DNTTIP1	116092
DNTTIP2	30836
UBLCP1	134510
DYM	54808
SNORD12C	26765
PRAMEF22	653606
PRAMEF20	645425
PELO	53918
UBE4B	10277
ANKRD36B	57730
MTMR9	66036
FEZF2	55079
MTMR7	9108
MTMR6	9107
MTMR4	9110
MTMR3	8897
LAP3	51056
MTMR1	8776
YIPF2	78992
NAAA	27163
NR3C2	4306
TSC22D3	1831
SFTA1P	207107
TSC22D4	81628
TSR1	55720
OR11A1	26531
FCHSD1	89848
FCHSD2	9873
SV2A	9900
SNORD123	100113384
SAMD7	344658
SNORD126	100113391
SNORD125	100113380
VAT1	10493
RAB33B	83452
OR1S1	219959
HIGD2A	192286
HIGD2B	123346
OR1S2	219958
UBA52	7311
DND1	373863
PLCE1	51196
NPY6R	4888
FOLH1	2346
CD2BP2	10421
NOBOX	135935
MIA	8190
NDUFC1	4717
RUNX1	861
THEM4	117145
EXOSC8	11340
EXOSC9	5393
BCKDK	10295
EXOSC2	23404
EXOSC3	51010
EXOSC1	51013
EXOSC6	118460
EXOSC7	23016
EXOSC4	54512
EXOSC5	56915
ADAMTSL2	9719
ADAMTSL3	57188
PTGER2	5732
ADAMTSL1	92949
ADAMTSL4	54507
ADAMTSL5	339366
DEFB108B	245911
SURF1	6834
CYB561	1534
TULP1	7287
TULP4	56995
C6orf141	135398
NMBR	4829
C6orf147	387097
ZNF569	148266
OR5B3	441608
OR5B2	390190
KRTAP5-11	440051
KPNA2	3838
INCENP	3619
PTPN2	5771
STK33	65975
FARP2	9855
KPNA1	3836
UPF1	5976
FARP1	10160
C9orf40	55071
WDR36	134430
C9orf43	257169
BTG4	54766
MBNL1	4154
FCER1A	2205
SYVN1	84447
CRYBB2	1415
PRMT8	56341
BTG1	694
OR2A12	346525
RPL30	6156
OR2A14	135941
SNAP47	116841
DEPDC1	55635
DEPDC7	91614
DEPDC4	120863
DEPDC5	9681
EEF1E1	9521
TEC	7006
TEC	100124696
PSMB11	122706
PSMB10	5699
PAOX	196743
SCYL2	55681
SCYL3	57147
ZNF396	252884
SCYL1	57410
STXBP3	6814
STXBP2	6813
STXBP5	134957
STXBP4	252983
PDE12	201626
SMOC2	64094
OR4D9	390199
CYP1B1	1545
INS-IGF2	723961
SKP1	6500
S1PR3	1903
OR4D1	26689
OR4D2	124538
NOC2L	26155
TMEM200A	114801
OR4D5	219875
CRYBG3	131544
S1PR4	8698
FANCG	2189
CFLAR	8837
FANCE	2178
FANCC	2176
FANCB	2187
FANCA	2175
ENY2	56943
FANCM	57697
FANCL	55120
HAS1	3036
FANCI	55215
HAS3	3038
ARSD	414
CA5A	763
KIAA1671	85379
F13B	2165
HNRNPA3	220988
HNRNPA0	10949
HNRNPA1	3178
MSH3	4437
SLC7A1	6541
RPN2	6185
C12orf60	144608
GLYATL1	92292
MIF	4282
EXOC6	54536
MC5R	4161
DKFZp434L192	222029
ARSA	410
WDR31	114987
TES	26136
ARSB	411
LRRFIP2	9209
IRS4	8471
EXOC5	10640
